datosep26,métodos de preparación del paciente e,"1. Withdraeal de T4
2. RhTSH
3.No especifica "
datosep27,TSH estimulada ,
datosep28,Fecha de la TSH estimulada ,
datosep29,Tiroglobulina estimulada ,
datosep30,Fecha tiroglobulina estimulada ,
datosep31,Sensibilidad funcional del ensayo de Tg ,
datosep32,Anticuerpos antiroglobulina ,"1. Positivos 
2. Negativos 
3.Inciertos 
4. No especificados "
datosep33,Trás yodo radiactivo ¿Existió presencia de tejido tiroideo residual? ,"1.si 
2.no "
datosep34,Trás yodo radiactivo ¿Presentó metástasis a distancia en rastreo corporal? ,"1.si, especificar 
2. No "
datosep341,Especificar ,
radioterapia ,Yodo Radiactivo ,
datosep35,¿Se indico Yodoterapia?,"1.si 
2.no"
datosep36,Describa el criterio de indicación para recibir yodoterapia ,
datosep37,Número de sesiones de yodoterapia indicadas ,
datosep38,¿El/la paciente recibió tratamiento con radioiodo?,"1.si 
2.no"
datosep39,Razón por la cual no recibió iodo radioactivo,"1. No indicado por medico 
2. Paciente NO desea recibir yodoterapia 
3. No ha logrado acceder a servicio 
4. Otra, especifique: "
datosep394,Especificar la razón por la cual no recibió yodo ,
datosep40,Número de sesiones de yodoterapia recibidas ,
datosep41,Lugar donde se realizo yodoterapia,"1.Dentro del hospital de seguimiento 
2. FUERA del hospital de seguimiento "
datosep42,Fecha en que inicio yodoterapia ,
datosep43,Fecha en que termino yodoterapia,
datosep44,¿Ha recibido OTRAS terapias? ,"1. Si (especifique que terapia NO mencionada previamente recibió)
2. No "
datosep442,Descripción de la terapia ,
datosep45,¿Paciente yodo-resistente? ,"1. Si 
2. No "
thycaf301,Thyca Quol - ¿Sintió la boca seca?,"1.para nada 
2. Un poco 
3. Bastante 
4.mucho "
thycaf302,¿Ha tenido problemas para tragar?,"1.para nada 
2. Un poco 
3. Bastante 
4.mucho "
thycaf303,¿He tenido la voz ronca?,"1.para nada 
2. Un poco 
3. Bastante 
4.mucho "
thycaf304,¿Tuvo la voz débil?,"1.para nada 
2. Un poco 
3. Bastante 
4.mucho "
thycaf305,¿Tuvo algun bulto en la garganta?,"1.para nada 
2. Un poco 
3. Bastante 
4.mucho "
thycaf307,¿Se ha sentido con frio?,"1.para nada 
2. Un poco 
3. Bastante 
4.mucho "
thycaf308,¿Ha tenido problemas para tolerar el calor?,"1.para nada 
2. Un poco 
3. Bastante 
4.mucho "
thycaf309,¿Tuvo oleadas de calor (bochornos)?,"1.para nada 
2. Un poco 
3. Bastante 
4.mucho "
thycaf310,¿tuvo dolor en los músculos y/o articulaciones?,"1.para nada 
2. Un poco 
3. Bastante 
4.mucho "
thycaf311,¿Tuvo una sensación de hormigueo en las manos y/o pies? ,"1.para nada 
2. Un poco 
3. Bastante 
4.mucho "
thycaf312,¿Ha tenido calambres en las piernas?,"1.para nada 
2. Un poco 
3. Bastante 
4.mucho "
thycaf313,¿Se sintió mas lento de lo habitual? ,"1.para nada 
2. Un poco 
3. Bastante 
4.mucho "
thycaf314,¿Ha subido de peso?,"1.para nada 
2. Un poco 
3. Bastante 
4.mucho "
thycaf315,"¿Sintió dolor, irritación o sequedad en los ojos?","1.para nada 
2. Un poco 
3. Bastante 
4.mucho "
thycaf316,"¿Ha tenido problemas de la piel (picazón, sequedad)","1.para nada 
2. Un poco 
3. Bastante 
4.mucho "
thycaf317,¿Sufrió palpitaciones?,"1.para nada 
2. Un poco 
3. Bastante 
4.mucho "
thycaf318,¿Tuvo dolores de cabeza?,"1.para nada 
2. Un poco 
3. Bastante 
4.mucho "
