accuracy,precision,recall,f1,tn,fp,fn,tp,threshold,roc_auc_score,auc,observed,expected,oe_ratio,brier_score,log_loss,ece,calibration_intercept,calibration_slope,model,imputation,best_cv_auc
0.9,0.6666666666666666,0.5714285714285714,0.6153846153846154,123,6,9,12,0.5,0.9088224437061646,0.9088224437061646,21,23.541152935825302,0.8920548648253275,0.07508977479435863,0.25348829458927863,0.039178945244373556,-0.1643063725158742,1.058129223614533,SVC_tuned,10,0.9005272582282151
0.88,1.0,0.14285714285714285,0.25,129,0,18,3,0.5,0.8252122554448136,0.8252122554448136,21,14.81272460448629,1.4177000221579619,0.09216846655514944,0.3738297134456499,0.04124850263675805,-0.40858609952529695,0.4954620600815733,KNN_tuned,1,0.863772491663042
0.8666666666666667,1.0,0.047619047619047616,0.09090909090909091,129,0,20,1,0.5,0.8935031376891842,0.8935031376891842,21,15.190524190476188,1.382440772726336,0.08450489974332832,0.3356056069437587,0.048889208888888896,-0.052223535936874024,0.6934221212468188,KNN_tuned,2,0.8613062200956938
0.88,1.0,0.14285714285714285,0.25,129,0,18,3,0.5,0.8663713547434477,0.8663713547434477,21,15.483909967741935,1.3562465839539166,0.08644466235197695,0.3485586380383106,0.0367739335483871,-0.15132813107188822,0.6660886912823667,KNN_tuned,3,0.8743633101348411
0.8733333333333333,0.75,0.14285714285714285,0.24,128,1,18,3,0.5,0.8143226282761167,0.8143226282761167,21,15.035244597548655,1.3967182152409972,0.09196425137704045,0.4376085658617601,0.039765036016342306,-0.9219265872155136,0.24820408460584037,KNN_tuned,4,0.8792785812672177
0.88,1.0,0.14285714285714285,0.25,129,0,18,3,0.5,0.8205980066445183,0.8205980066445183,21,16.476230476190473,1.27456337967272,0.08866211818620771,0.3667577256862362,0.03460344126984129,-0.534067514139532,0.47997142190879566,KNN_tuned,5,0.8642202769319993
0.88,1.0,0.14285714285714285,0.25,129,0,18,3,0.5,0.8645256552233297,0.8645256552233297,21,15.95242495238095,1.316414279502107,0.08459560269114746,0.34488782105688076,0.03365050031746032,-0.2345836568192614,0.6175221667206577,KNN_tuned,6,0.8799304226475279
0.8866666666666667,1.0,0.19047619047619047,0.32,129,0,17,4,0.5,0.8779992617201919,0.8779992617201919,21,16.76194676190476,1.2528377698780881,0.084187439425828,0.3391756627413925,0.02825368825396826,-0.21119339814400065,0.6619205749290172,KNN_tuned,7,0.8859098521096127
0.88,0.8,0.19047619047619047,0.3076923076923077,128,1,17,4,0.5,0.8390550018456996,0.8390550018456996,21,16.666720666666663,1.2599959176132272,0.08791109777813778,0.3555175452314404,0.028888528888888904,-0.5496029476380649,0.4244037954070599,KNN_tuned,8,0.8606076555023924
0.8866666666666667,1.0,0.19047619047619047,0.32,129,0,17,4,0.5,0.8667404946474715,0.8667404946474715,21,15.14290214285714,1.38678833171392,0.0826757102950846,0.40534526068934135,0.03904731904761906,-0.7660446011839805,0.3121745600334876,KNN_tuned,9,0.8728873604465711
0.8733333333333333,1.0,0.09523809523809523,0.17391304347826086,129,0,19,2,0.5,0.9008859357696568,0.9008859357696568,21,15.709704419354843,1.3367533493582062,0.084772806104932,0.2708076949476306,0.05548405096774192,1.5636101865581116,1.7344718882056078,KNN_tuned,10,0.8580411410758302
