accuracy,precision,recall,f1,roc_auc_score,auc,c_statistic,brier_score,observed,expected,observed_expected,calibration_intercept,calibration_slope,tn,fp,fn,tp,threshold,model,imputation
0.9042553191489362,0.75,0.46153846153846156,0.5714285714285714,0.8395061728395062,0.8395061728395062,0.8395061728395062,0.09165559214657518,26,16.76140970435224,1.5511821773110697,-0.23014179562624698,0.26903560505029,158,4,14,12,0.5,LightGBM,3
0.9042553191489362,0.7857142857142857,0.4230769230769231,0.55,0.8029439696106362,0.8029439696106362,0.8029439696106362,0.08748529861047402,26,15.15464396284312,1.7156457165043297,-0.19580926862479064,0.27329830710400876,159,3,15,11,0.5,LightGBM,4
0.9202127659574468,0.8666666666666667,0.5,0.6341463414634146,0.8219373219373219,0.8219373219373219,0.8219373219373219,0.07877916346208397,26,16.498898489144818,1.5758627775730774,-0.17781333354648968,0.2817812218906723,160,2,13,13,0.5,LightGBM,5
0.898936170212766,0.7333333333333333,0.4230769230769231,0.5365853658536586,0.8475783475783476,0.8475783475783476,0.8475783475783476,0.09315429033927738,26,15.720459948167164,1.6538956293725566,-0.30943358139581756,0.2591187027875681,158,4,15,11,0.5,LightGBM,6
0.9042553191489362,0.75,0.46153846153846156,0.5714285714285714,0.8143399810066476,0.8143399810066476,0.8143399810066476,0.08950842617509384,26,16.553956223394415,1.5706215269106625,-0.40832279986020265,0.25006194807056764,158,4,14,12,0.5,LightGBM,7
0.9095744680851063,0.7647058823529411,0.5,0.6046511627906976,0.817426400759734,0.817426400759734,0.817426400759734,0.08590132559233593,26,16.603582241024792,1.5659271368414802,-0.29420626713337183,0.27310499652697634,158,4,13,13,0.5,LightGBM,8
0.9148936170212766,0.8571428571428571,0.46153846153846156,0.6,0.8155270655270656,0.8155270655270656,0.8155270655270656,0.07998010400244208,26,15.041432457070542,1.7285587708621564,-0.23015817580217623,0.2622747882970059,160,2,14,12,0.5,LightGBM,9
0.9148936170212766,0.8125,0.5,0.6190476190476191,0.8160018993352327,0.8160018993352327,0.8160018993352327,0.08414047198508828,26,16.78490421376948,1.5490109248684854,-0.33579896430219,0.25975704475776046,159,3,13,13,0.5,LightGBM,10
0.8776595744680851,0.56,0.5384615384615384,0.5490196078431373,0.8257359924026592,0.8257359924026592,0.8257359924026592,0.09496787594992283,26,32.02002531793471,0.8119918626496888,-0.8746193037287056,0.6089701656093546,151,11,12,14,0.5,CatBoost,1
0.8936170212765957,0.65,0.5,0.5652173913043478,0.8259734093067427,0.8259734093067427,0.8259734093067427,0.08750919358843469,26,30.161174652512106,0.862035391510671,-0.8284145544472139,0.6051493829787421,155,7,13,13,0.5,CatBoost,2
0.898936170212766,0.6842105263157895,0.5,0.5777777777777777,0.845679012345679,0.845679012345679,0.845679012345679,0.0788026345396251,26,29.50767140734974,0.8811267972004035,-0.5760983086158581,0.7467666762946381,156,6,13,13,0.5,CatBoost,3
0.898936170212766,0.6666666666666666,0.5384615384615384,0.5957446808510638,0.8366571699905033,0.8366571699905033,0.8366571699905033,0.0882806369679276,26,31.68587287879284,0.8205549551832495,-0.8239889271279179,0.6502634596209081,155,7,12,14,0.5,CatBoost,4
0.8882978723404256,0.6190476190476191,0.5,0.5531914893617021,0.8271604938271605,0.8271604938271605,0.8271604938271605,0.0838094346381636,26,29.775344516341328,0.8732056814902901,-0.6964764580053456,0.6652826171818595,154,8,13,13,0.5,CatBoost,5
0.898936170212766,0.6521739130434783,0.5769230769230769,0.6122448979591837,0.8466286799620134,0.8466286799620134,0.8466286799620134,0.08685282411544043,26,31.684300120343494,0.8205956862309298,-0.8205038407733553,0.6256295630898087,154,8,11,15,0.5,CatBoost,6
0.8829787234042553,0.5909090909090909,0.5,0.5416666666666666,0.8200379867046534,0.8200379867046534,0.8200379867046534,0.09077082893292295,26,31.290794798439613,0.830915295296256,-0.8353267167026582,0.6100192379595736,153,9,13,13,0.5,CatBoost,7
0.8829787234042553,0.5833333333333334,0.5384615384615384,0.56,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.0914751266857098,26,31.0567588954308,0.8371768634178124,-0.835516102368723,0.6171828202190973,152,10,12,14,0.5,CatBoost,8
0.898936170212766,0.6666666666666666,0.5384615384615384,0.5957446808510638,0.8361823361823363,0.8361823361823363,0.8361823361823363,0.08048632505899163,26,28.75643919153991,0.9041453229594973,-0.6268051490509803,0.686617900254209,155,7,12,14,0.5,CatBoost,9
0.8882978723404256,0.6190476190476191,0.5,0.5531914893617021,0.8110161443494777,0.8110161443494777,0.8110161443494777,0.08418489376388116,26,28.824107410552557,0.902022728047473,-0.7092364462451853,0.6364293290730513,154,8,13,13,0.5,CatBoost,10
